ticker,date,item,ar01,car2_10,car2_20
MSFT,2024-07-30,2.02,-0.03357628406907343,0.0047576999149601465,-0.03890927724338307
MSFT,2024-04-25,2.02,-0.013629533999144443,-0.01490559789995179,0.006171869463455728
MSFT,2024-01-30,2.02,-0.011984389954584316,-0.01373117834194767,-0.04728816678499034
MSFT,2024-01-19,7.01,-0.012976670250023057,0.00021746158002464763,-0.03833888892346539
MSFT,2023-12-08,other,-0.011482833817556135,-0.03757913195726697,-0.04659811757411712
MSFT,2023-11-06,8.01,0.012920336394179069,-0.012823872870760061,-0.04214732702523452
MSFT,2023-10-30,8.01,-0.0011844090341753266,0.004956826559171862,-0.0021237580185105506
MSFT,2023-10-24,2.02,0.04314524901346589,-0.008770697892901524,-0.02664531337014006
MSFT,2023-10-16,8.01,-0.0020187644351202048,0.0799687321453726,0.0803050864857218
MSFT,2023-10-13,2.01,-0.0038810336566244066,0.0707412872544142,0.08400577033417606
MSFT,2023-10-11,8.01,0.010358575903337624,0.0767361938664598,0.07377283062746261
MSFT,2023-07-25,2.02,-0.025792750830896174,-0.02049136101613427,-0.0038291021739544967
NVDA,2026-07-02,5.02,-0.0116071139628036,,
NVDA,2026-06-30,other,0.002558378436435289,-0.011346446946380876,-0.011346446946380876
NVDA,2026-06-18,8.01,0.006143453100402143,-0.07056833293293045,-0.07056833293293045
NVDA,2026-05-20,2.02,-0.02733823549175631,-0.03791588994721943,-0.057182936150392785
NVDA,2026-05-08,5.02,0.01726104575997898,-0.03713752600647136,-0.05385058434644338
NVDA,2026-04-27,5.02,0.02846129041248767,-0.0437028536656859,-0.09716316993577809
NVDA,2026-03-06,5.02,0.0027506391498313687,0.007864618729682093,0.003240168553958707
NVDA,2026-02-25,2.02,-0.04690486246234724,0.03501798260664659,0.03441384466666261
NVDA,2026-01-23,5.02,-0.0017023573502493606,0.0013536540643376768,0.05371954713837681
NVDA,2025-11-19,2.02,0.017064770975789907,-0.07419465018217172,-0.10644114409602651
NVDA,2025-08-27,2.02,-0.02134214556620976,-0.04681524912146587,-0.05528605093216551
NVDA,2025-08-05,5.02,-0.009729847585784344,-0.04903096889608384,-0.09672851396216978
NVDA,2025-07-01,other,-0.012835887303011898,0.0734529916148852,0.08487686232565671
NVDA,2025-05-28,2.02,0.03093164443958317,-0.014666760967269116,0.024071781895692056
NVDA,2025-04-15,8.01,0.013445422749086722,-0.11004223775572577,-0.055728156624123476
NVDA,2025-03-07,5.02,0.028302598781090475,0.07509995550793276,0.16482326727929444
NVDA,2025-02-26,2.02,-0.005872740677575108,0.09496314923938316,0.02388553837778091
NVDA,2025-01-17,8.01,-0.0031367714158566963,-0.14954829967104133,-0.043547274812193594
NVDA,2024-11-20,2.02,-0.022158867408442712,-0.08668022717585668,-0.10931401315409843
NVDA,2024-11-07,5.02,-0.022495544763721308,0.0028878667571884988,-0.10445500881315077
NVDA,2024-08-28,2.02,-0.07439844862669028,0.004615679341759157,-0.031541261613399756
NVDA,2024-07-02,other,0.0022562279770265946,-0.12524941244596363,-0.12231462155654019
NVDA,2024-06-07,other,-0.0017911417218758165,-0.08106069495190418,-0.045602583982185425
NVDA,2024-05-22,2.02,0.10835952720316074,0.09704893364841875,0.06856948826152082
NVDA,2024-03-14,5.02,-0.022716019225977904,-0.04612854388861173,-0.05316184704093528
NVDA,2024-02-21,2.02,0.08683020483562684,0.0861690853292329,0.03144821742829779
NVDA,2023-11-21,2.02,-0.045834802321044824,-0.10305504562237953,-0.16037573683981649
NVDA,2023-10-24,8.01,-0.020485543303169235,-0.043507644571904494,-0.08510001024791743
NVDA,2023-10-17,8.01,-0.06596894068936104,-0.009095425521695753,-0.005679606838955142
NVDA,2023-08-23,2.02,0.030939983801508246,-0.08897304373056425,-0.18817820448869957
NVDA,2023-07-24,5.02,0.008870160080131632,-0.013767210779736494,0.04617485852741346
AMZN,2026-06-12,8.01,-0.014275304661059213,0.004026882625736632,0.00780253856650284
AMZN,2026-06-10,1.01,-0.011787503235324938,-0.053404438362465015,-0.005246006790447009
AMZN,2026-05-22,other,-0.027028247087934124,-0.0529195239674622,-0.08769967143214034
AMZN,2026-04-29,2.02,0.00654386158193381,-0.02580621177409334,-0.03098795372505264
AMZN,2026-04-14,7.01,0.0075855612569479865,0.027180174343380804,0.004196242365251682
AMZN,2026-04-09,7.01,0.07090769197156035,0.019058559250983993,0.045296680680499614
AMZN,2026-03-16,8.01,0.021089961282254197,0.016012874765951472,0.11927879712941436
AMZN,2026-03-13,8.01,0.00678061877278752,0.016423057301342883,0.11047027636883035
AMZN,2026-02-27,1.01,0.008485275744009611,0.04722827644599453,0.06460708981231955
AMZN,2026-02-05,2.02,-0.10747701620832437,0.007686393799011072,0.06349914615510027
AMZN,2025-11-20,8.01,-0.0009450336816167991,-0.008644272806007366,-0.008026958299183743
AMZN,2025-10-30,2.02,0.07390722232194342,-0.005582880066286839,-0.043572262864095976
AMZN,2025-07-31,2.02,-0.03883711335820654,0.023418365384795817,0.017134921728530143
AMZN,2025-05-22,other,0.00796227230018402,0.017083705358537194,-0.012214864707298127
AMZN,2025-05-01,2.02,-0.0009567697306382544,0.02324366043575965,0.027678095716752612
AMZN,2025-04-10,7.01,0.006850005058624407,-0.019922350808223167,-0.0318158372598794
AMZN,2025-02-06,2.02,-0.020917510796589028,-0.05460103391063674,-0.07634986296002705
AMZN,2024-10-31,2.02,0.05248773603918071,0.016555838597124062,-0.015302163469248137
AMZN,2024-08-01,2.02,-0.0551409383696571,-0.0053008691654985625,-0.05715561895661841
AMZN,2024-05-24,other,-0.006645406871834651,0.005236640958690145,-0.035288374231155994
AMZN,2024-05-14,5.02,-0.03095813098615676,-0.01858504917650107,-0.04446409100543032
AMZN,2024-05-03,other,-0.015135609055623438,-0.06672829529226931,-0.10515736011859912
AMZN,2024-04-30,2.02,0.01641689988371195,-0.03192918835786351,-0.07766175439897222
AMZN,2024-04-11,7.01,0.008686434459519105,-0.05588717921099709,-0.027254311293621762
AMZN,2024-02-01,2.02,0.06794259244919787,-0.04057710328165834,-0.030677265690947444
AMZN,2023-11-01,1.01,-0.01372749933432904,-0.03966695198144947,-0.04915306654610607
AMZN,2023-10-26,2.02,0.07991832969461315,0.012749795905977914,-0.01734307525870353
AMZN,2023-09-13,5.02,0.010623515748902407,-0.05574305224469252,-0.042103045204104655
AMZN,2023-08-03,2.02,0.10059691022352796,0.001543243272993388,-0.010033298678482554
GOOGL,2026-06-11,5.02,-0.025707665201516967,-0.06252849659410463,-0.03503857478463654
GOOGL,2026-06-05,1.01,0.00396762687411888,-0.07279037196297351,-0.06398676768206593
GOOGL,2026-06-05,5.02,0.00396762687411888,-0.07279037196297351,-0.06398676768206593
GOOGL,2026-06-04,1.01,0.05208231565760801,-0.04401062909320114,-0.0834095454017862
GOOGL,2026-05-21,8.01,-0.02692772101629353,-0.04081947001613478,-0.12620191244858914
GOOGL,2026-05-11,8.01,-0.039147926216205116,-0.03551065034486392,-0.1000139554480124
GOOGL,2026-04-29,2.02,0.08557862197342361,-0.005435727799917009,-0.0727512028322647
GOOGL,2026-04-10,5.02,-0.004786146729025784,0.010181250864178785,0.11204040901155608
GOOGL,2026-04-02,5.02,-0.000803195489956077,0.04147652473810822,0.13237409923834112
GOOGL,2026-03-06,5.02,0.019305204697260582,0.006340753197255298,-0.031927136310069465
GOOGL,2026-02-13,8.01,-0.02926939092189646,-0.008287238734151912,-0.0057167038538014445
GOOGL,2026-02-04,2.02,-0.01018016127438779,-0.11156538162182168,-0.12599215787910784
GOOGL,2025-11-06,8.01,-0.011342175573614123,0.058551152069042975,0.10506972704726911
GOOGL,2025-10-29,2.02,0.06005610657916735,0.004329623125269688,0.11164232453387164
GOOGL,2025-09-05,8.01,0.007921515352178474,0.05651395843850958,0.006354945746150778
GOOGL,2025-09-03,8.01,0.08392835396609957,0.05503916490252674,0.016196709034203716
GOOGL,2025-07-23,2.02,-0.003159483838347875,0.029574124159693443,0.04459125906801903
GOOGL,2025-07-18,8.01,0.034788956424197374,0.009756579879078072,0.05422409831772571
GOOGL,2025-06-12,other,-0.006173917501620156,-0.003238531217820896,0.0053144237130604444
GOOGL,2025-05-06,8.01,-0.07304910784270616,0.025258030706472142,0.04970820043481164
GOOGL,2025-05-01,8.01,0.006958042566866591,-0.041193407668742625,0.014948830690153065
GOOGL,2025-04-24,2.02,0.007741746109856279,-0.07489017921806299,-0.007441982222087595
GOOGL,2025-04-18,8.01,0.0006875709889086201,0.002526912802927687,-0.04268074748893677
GOOGL,2025-03-18,8.01,-0.0026870112160024898,-0.03337761159661588,0.007363292503793299
GOOGL,2025-02-04,2.02,-0.06087880095223321,-0.052409503601239214,-0.0658003884860143
GOOGL,2024-10-29,2.02,0.04840360595664643,0.00998882744940082,-0.06282821831601447
GOOGL,2024-10-17,5.02,-0.014032246752445207,0.0899161887386337,0.06918990426338664
GOOGL,2024-09-24,8.01,-0.002294260544822535,0.014431407877457364,0.0005330297930803626
GOOGL,2024-08-06,8.01,-0.006114406993984568,-0.05207755324875131,-0.10330907841124008
GOOGL,2024-07-23,2.02,-0.018893532191518233,-0.04456167722596376,-0.08674089607950261
GOOGL,2024-06-26,8.01,0.0024313421698335448,-0.028679287198802556,-0.09213949448499777
GOOGL,2024-06-13,other,-0.009798756426958863,0.019267700139925417,-0.0025066423914498325
GOOGL,2024-06-07,5.02,-0.011812842904938484,-0.001317342412081801,0.01664521265249711
GOOGL,2024-06-05,5.02,0.0003896523865390281,-0.033355711954017465,0.020974897040281337
GOOGL,2024-04-25,2.02,0.0747521119089352,-0.04300169668001431,-0.038731880195990026
GOOGL,2024-02-08,8.01,0.014397705916043443,-0.057656613241657544,-0.1342164366295324
GOOGL,2024-01-30,2.02,-0.06572126023599979,-0.001832637397602161,-0.10270781789389355
GOOGL,2023-10-24,2.02,-0.06868977854115431,-0.02750726397536103,-0.03967036015488369
GOOGL,2023-07-25,2.02,0.059239363270531434,0.036951858597570574,0.05165030781922149
META,2026-05-29,other,-0.061458799095298104,-0.009592699330970057,-0.005587056307165286
META,2026-05-04,8.01,-0.0109458157702863,-0.011976752648189582,-0.06578780897250718
META,2026-04-29,2.02,-0.10221101717274823,-0.034109353190388575,-0.020267216321105074
META,2026-04-14,5.02,0.02989109457742456,-0.017437741723586295,-0.16714287838788752
META,2026-01-28,2.02,0.10220973446688476,-0.08670956588234777,-0.0903475785343377
META,2026-01-16,5.02,0.003458835693231666,0.1309865292932137,0.061445098506909684
META,2025-12-19,5.02,-0.024237899997029324,-0.009168740300364055,-0.06367390312452552
META,2025-12-12,8.01,0.011505907946218728,0.005576196954759907,-0.04097932913962482
META,2025-11-03,8.01,-0.01938615295452085,-0.022255955224616982,0.017886016819544638
META,2025-10-29,2.02,-0.09930498662981677,-0.09894004954149604,-0.054583876333919236
META,2025-07-30,2.02,0.10968535314434771,-0.029086176869804706,-0.08847682621515919
META,2025-05-30,other,0.0330652051994306,0.004971004229310986,0.03067177079154812
META,2025-04-30,2.02,0.021024118281294694,0.07130756919828385,0.03610627387218264
META,2025-04-11,5.02,-0.06405361098869214,0.004694019267692437,0.08257750049593934
META,2025-02-20,5.02,-0.0002787084888738623,-0.020911483445680855,-0.07053428002381104
META,2025-01-29,2.02,0.016229084168802914,0.05348702160462906,-0.0006570632158774924
META,2025-01-06,5.02,0.030014960027351933,-0.044719731551720085,0.07660993860405564
META,2024-10-30,2.02,-0.01011054681168935,-0.06201717102639713,-0.09303317441851713
META,2024-09-10,other,-0.01258116769838986,0.03261173415265635,0.0672541195448432
META,2024-08-09,8.01,0.0023328332516087246,-0.07722033362574096,-0.07741083462811671
META,2024-07-31,2.02,0.06831094883075342,0.04889823717575757,-0.023867803301513064
META,2024-05-31,other,0.003228892047071618,-0.0008156514748188849,-0.02157967099946209
TSLA,2026-07-02,2.02,-0.07198270513650637,,
TSLA,2026-04-22,2.02,-0.0472423659107791,-0.015849252969304915,0.009271387720591445
TSLA,2026-04-02,2.02,-0.0877682553018022,-0.02518088701913739,-0.08122185101910842
TSLA,2026-01-28,2.02,-0.028641130468480325,0.036118711863550534,-0.00159400180827882
TSLA,2026-01-02,2.02,-0.012671714364103831,-0.037734536803810455,-0.0767202581686155
TSLA,2025-11-07,5.02,-0.03997738404035449,-0.062182439837390795,-0.03617937641116769
TSLA,2025-10-22,2.02,0.008260095215566617,-0.006757905280677948,-0.108968381990695
TSLA,2025-10-02,2.02,-0.06908013405619971,0.025644530251432436,-0.017135894355451535
TSLA,2025-09-05,1.01,0.02274866006212753,0.14506351451834132,0.129628656901269
TSLA,2025-08-04,5.02,-0.005058696582541485,0.019424382384168215,0.00613545389290256
TSLA,2025-07-23,2.02,-0.1043222690592285,0.042581540021607786,0.02234699700772129
TSLA,2025-07-10,other,0.05925849983697275,-0.06912599602888009,-0.011926292188967109
TSLA,2025-07-02,2.02,0.015026762853654254,-0.011524935285839338,-0.07699417186646816
TSLA,2025-05-16,other,-0.0239494157773857,-0.006977390416670708,-0.09454828788657473
TSLA,2025-05-16,5.02,-0.0239494157773857,-0.006977390416670708,-0.09454828788657473
TSLA,2025-04-22,2.02,-0.019090758550050928,-0.03282886176152443,0.014680488395582707
TSLA,2025-04-02,2.02,0.1086945659497282,-0.04906137800209101,-0.06752167545388546
TSLA,2025-01-29,2.02,-0.00041618612492640324,-0.18112224833677323,-0.29754712623279334
TSLA,2025-01-02,2.02,-0.0016691306069424316,0.022447621047509223,-0.08005470171223564
TSLA,2024-10-23,2.02,0.21785178014491652,0.08501360966620455,0.28715907815121844
TSLA,2024-10-02,2.02,-0.059839550446473905,-0.10761664580105365,0.10240421326735172
TSLA,2024-07-23,2.02,-0.09363846444446482,0.023125454406916893,0.028704471931397715
TSLA,2024-07-02,2.02,0.1523521292994638,0.022420333191194235,0.01785367052525709
TSLA,2024-06-14,other,0.017791904388624696,0.141763911984119,0.3156181968641377
TSLA,2024-04-23,2.02,0.11914896811359846,0.073815531753489,0.08634007173085637
TSLA,2024-04-16,5.02,-0.017306907382241495,0.199523058319253,0.10562433261515296
TSLA,2024-04-02,2.02,-0.023961036154083494,0.01571708129997302,0.21568026226166603
TSLA,2024-01-24,2.02,-0.14444907008397512,-0.028061914777749792,-0.027758828406121493
TSLA,2024-01-02,2.02,-0.012279483596089012,-0.1307250680753756,-0.3286707116401797
TSLA,2023-10-18,2.02,-0.09813941921578674,-0.047273525984333944,0.0071897358358013475
TSLA,2023-10-02,2.02,0.012585475436008181,-0.01606321975295839,-0.16133210830688882
TSLA,2023-08-07,5.02,-0.023231375143913515,-0.037093798308260956,0.0377976287465493
TSLA,2023-07-20,8.01,-0.0980048118067794,0.009896589317824094,-0.1123784061267824
TSLA,2023-07-19,2.02,-0.09714387369005902,-0.023612438911359248,-0.10175470763106587
AVGO,2026-06-18,8.01,-0.01465972208610523,-0.08774703602262018,-0.08774703602262018
AVGO,2026-06-11,8.01,-0.0210261282681733,-0.013354788105492357,-0.07267719511089438
AVGO,2026-06-03,2.02,-0.12553695455708005,-0.020212029751922003,-0.1240467666161193
AVGO,2026-04-21,other,0.04836250646940093,-0.029983106188437504,-0.10176922878383211
AVGO,2026-04-06,8.01,0.049237302586026356,0.04268952807466225,0.04580797684928902
AVGO,2026-04-02,5.02,-0.009790921962813967,0.11769812103166476,0.11553477013035299
AVGO,2026-03-04,2.02,0.05443562380972139,-0.01161460498437929,-0.017099180304677445
AVGO,2026-03-02,5.02,-0.00626582688405209,0.05442951644046999,0.037066410621425905
AVGO,2026-01-13,8.01,-0.025747360917626347,-0.045422353355061465,-0.020972763479479753
AVGO,2025-12-11,2.02,-0.12055987720533604,-0.0680234294435678,-0.10529566885370112
AVGO,2025-09-29,8.01,-0.029195076474763347,0.07569085458398177,0.014435341460827264
AVGO,2025-09-10,8.01,0.0453361361362781,-0.09360036556022386,-0.13353137058037332
AVGO,2025-09-09,5.02,0.05703335663149542,-0.14268728817238854,-0.19233364962394686
AVGO,2025-09-04,2.02,0.09168880845387849,-0.025618359382184316,-0.09166333692232573
AVGO,2025-07-11,8.01,0.0010395087318607497,0.0018580921049494228,0.03838238892460648
AVGO,2025-06-05,2.02,-0.06916750684069908,0.009261628153696617,-0.0029955823323592912
AVGO,2025-04-22,other,-0.04633975976026366,0.004688270986918642,-0.01068582460971285
AVGO,2025-03-06,2.02,0.05428903699114394,0.02456181487943134,-0.059295335796964554
AVGO,2025-01-13,8.01,-0.005004730128285325,-0.15710437428929527,-0.027308104255018437
AVGO,2025-01-10,8.01,0.018527493339181696,-0.1685452960505825,-0.035504985831444624
AVGO,2024-12-12,2.02,0.24475765012432754,0.1188259276261252,0.10493216138564021
AVGO,2024-10-02,8.01,0.02898834821839735,-0.03110269869940395,-0.023753909391003872
AVGO,2024-09-05,2.02,-0.07222663543602333,0.08153245769856216,0.10530426403696402
AVGO,2024-07-12,8.01,-0.014554675590145585,-0.0625025062063578,-0.037649716512229606
AVGO,2024-07-08,8.01,0.012220496981786785,-0.07181125450091866,-0.055800118817347
AVGO,2024-06-12,2.02,0.12548919443909623,-0.07473558147702777,-0.05715630335505426
AVGO,2024-04-24,other,0.04107055906941319,-0.0384128347331521,-0.048309203928386876
AVGO,2024-03-07,2.02,-0.036920592109305345,-0.014402669936042847,-0.024247620957290834
AVGO,2024-02-09,5.02,-0.01908890049547502,0.00569357735579263,-0.03225486072258315
AVGO,2023-12-07,2.02,0.024134795001596834,0.12703220545699803,0.05561666371699962
AVGO,2023-11-22,2.01,-0.012591519035775881,-0.08583681240342718,0.055832281671793035
AVGO,2023-10-30,8.01,-0.02643192841362314,0.02836847629649148,-0.03824876361095974
AVGO,2023-10-18,8.01,0.008621164895588859,-0.021418560453752438,0.007089480593314556
AVGO,2023-08-31,2.02,-0.02471697056735271,-0.0232759643304905,-0.014805590708362319
AVGO,2023-08-16,1.01,-0.002623851043442242,0.01604507220874009,-0.022833718067285586
JPM,2026-06-25,5.02,-0.006286347051223548,-0.003303312263803765,-0.003303312263803765
JPM,2026-06-24,7.01,0.0027961487303613153,-0.013966279304427679,-0.013966279304427679
JPM,2026-06-24,8.01,0.0027961487303613153,-0.013966279304427679,-0.013966279304427679
JPM,2026-06-02,8.01,0.02031001747729789,0.10258768053633842,0.11607714544391193
JPM,2026-05-27,8.01,-0.038204177032168815,0.0821309864972098,0.14929040024758808
JPM,2026-05-21,other,0.008485359018827666,0.03120652822762413,0.07955222954272283
JPM,2026-05-07,8.01,-0.04679770637927708,-0.0051662845323176415,0.03181043231928673
JPM,2026-04-24,other,-0.009883399977537753,-0.06261471634082455,-0.05974944166169293
JPM,2026-04-23,8.01,-0.01917001769258284,-0.030883013375075603,-0.05667932704381935
JPM,2026-04-14,7.01,-0.04502857749991039,0.0020261907857346065,-0.05475198629568157
JPM,2026-04-14,2.02,-0.04502857749991039,0.0020261907857346065,-0.05475198629568157
JPM,2026-02-23,7.01,-0.04081718922789232,-0.012652747689802768,0.01681632678196572
JPM,2026-02-05,8.01,0.009690725613022234,-0.03839862363010758,-0.08840121266439466
JPM,2026-01-22,5.02,-0.02033521061688449,0.053945407816931704,0.03670031930729284
JPM,2026-01-22,8.01,-0.02033521061688449,0.053945407816931704,0.03670031930729284
JPM,2026-01-13,7.01,-0.046019796616746954,-0.03446060586697644,-0.0004648751177027746
JPM,2026-01-13,2.02,-0.046019796616746954,-0.03446060586697644,-0.0004648751177027746
JPM,2025-12-08,5.02,-0.043905078856084356,0.061478044617784014,0.06481575784094437
JPM,2025-10-22,8.01,-0.011305628944594566,0.03911811438340585,0.02457379454625603
JPM,2025-10-14,7.01,-0.012294269067008614,-0.04120570857650763,-0.012028719083466284
JPM,2025-10-14,2.02,-0.012294269067008614,-0.04120570857650763,-0.012028719083466284
JPM,2025-09-12,other,0.0040861822830813525,0.010446281106449663,-0.029949700655661896
JPM,2025-07-23,8.01,0.007130628578520911,-0.023851757902646868,-0.0384612778943427
JPM,2025-07-15,7.01,-0.011067078974275536,0.013277150908500018,-0.021369590813834445
JPM,2025-07-15,2.02,-0.011067078974275536,0.013277150908500018,-0.021369590813834445
BAC,2026-05-06,other,-0.018338967465168117,-0.04442511859562139,-0.011767302326520748
BAC,2026-04-15,2.02,-0.00770106477217454,-0.028291947071623216,-0.1317819902862512
BAC,2026-02-13,8.01,0.0016227082710006152,-0.0611746415505381,-0.08783044413832743
BAC,2026-01-14,2.02,-0.034145431637405584,0.004511000022654352,0.010030397013702366
BAC,2026-01-06,7.01,-0.025085464367286706,-0.06266733002295839,-0.004821653368796631
BAC,2025-11-26,5.02,0.010099871099289268,0.014030975238873361,0.03879142228062931
BAC,2025-10-16,other,-0.018306205735745262,0.006815464076243984,0.011108853451004659
BAC,2025-10-15,2.02,0.010011518294861868,-0.0015666070577728432,0.028700428258308812
BAC,2025-09-15,5.02,-0.0031568018342690934,0.022503182382747774,-0.050611341004137084
BAC,2025-09-12,8.01,-0.008720531440169255,0.025005892109773005,-0.034813855575775335
BAC,2025-07-24,8.01,0.0017350542849090692,-0.06941021770011002,-0.00339053723173551
BAC,2025-07-23,8.01,0.0040898104491452186,-0.06225641411147383,-0.008712775281725961
BAC,2025-07-16,2.02,0.00962195975487282,0.009020127661087965,-0.021790080709092937
WFC,2026-05-20,other,0.006039145968833603,0.056523293711990635,0.07871651869393761
WFC,2026-04-30,5.02,-0.022342232139292532,-0.12393476060406516,-0.08488229308943768
WFC,2026-04-14,2.02,-0.09646934351311713,-0.0020389104165591428,-0.11471050408594358
WFC,2026-03-18,other,0.0180015560540832,0.05630535834853948,-0.0025994655393068566
WFC,2026-03-17,other,0.01649855780326608,0.05623327262062658,-0.0077693601633216265
WFC,2026-02-25,8.01,0.01750922029750952,-0.09465531565120468,-0.025178355329246595
WFC,2026-02-13,other,0.010252231640510293,-0.0599742627002427,-0.12020883063344395
WFC,2026-01-29,8.01,0.03221166225023823,-0.02878507994721351,-0.09418798916403653
WFC,2026-01-23,other,-0.006085039215755655,0.0693222167957845,-0.020090932584143163
WFC,2026-01-22,8.01,0.0036652663566031467,0.06994762431337792,0.018561335307579866
WFC,2026-01-14,2.02,-0.04831716222191726,0.011389557064662045,-0.018583116535876222
WFC,2025-12-12,8.01,0.014985417601061883,9.449594038723943e-05,-0.02231068431361482
WFC,2025-10-14,2.02,0.08887952340810004,-0.03544530388733817,-0.04047358855851498
WFC,2025-09-15,other,-0.007873089137431472,0.018193599496406837,-0.0637338671193361
WFC,2025-08-28,other,-0.0036859395272432942,-0.03888902081140565,-0.018146330780335458
WFC,2025-07-31,5.02,-0.029910947784661357,-0.019827335540269365,-0.0028310788054080917
WFC,2025-07-29,other,-0.013098902534100417,-0.04284682963336079,-0.02880792905626941
WFC,2025-07-15,2.02,-0.042558072022163884,0.006877605951868619,-0.04785940523267664
WFC,2025-06-17,other,0.028703743434958094,0.04726917519993436,-0.006168502689779955
WFC,2025-06-03,8.01,0.0018769976641204974,-0.04808177272012041,0.031986865329204646
WFC,2025-05-30,8.01,-0.0032317393652841987,-0.04570827537105644,0.012093658104844467
WFC,2025-05-14,8.01,-0.01175058451400517,-0.014765734258745321,-0.045832586168623145
WFC,2025-05-02,other,0.017548169572039637,-0.02529132549822261,-0.04625736172726548
WFC,2025-04-30,8.01,0.0008242805748328854,0.006341840658140339,-0.02683290520426709
WFC,2025-04-23,other,0.010137997302478857,0.019965341824978496,-0.01819509874165012
WFC,2025-04-11,2.02,-0.028933957174530563,0.06777972953732732,0.08546765208055201
WFC,2025-03-17,8.01,0.004656217553280785,0.0018933269219907067,-0.10048980169145338
WFC,2025-02-13,8.01,-0.0023574967055984674,-0.00930054325627785,-0.0710623863225524
WFC,2025-01-30,8.01,0.003564054579445386,-0.013328972126706912,-0.007515547880501778
WFC,2025-01-30,5.02,0.003564054579445386,-0.013328972126706912,-0.007515547880501778
WFC,2025-01-28,8.01,0.0001545260037242712,0.0077741926299210486,-0.02773152793194522
WFC,2025-01-24,other,0.01854837292562639,0.02837554457952854,-0.020258282441657553
WFC,2025-01-15,2.02,0.05140634274853127,0.008458082398476587,-0.0037957634627217678
